代码,名称,时间,每股收益,每股净资产,净资产收益率,资产负债率,流动比率,总资产周转率,yield
000833.SZ,粤桂股份,2018/12/31,0.132,4.09,3.25,31.8,1.79,0.859,24.78070175
000835.SZ,*ST长动,2018/12/31,-1.37,0.104,-168,96.1,0.199,0.0629,23.79807692
000836.SZ,富通信息,2018/12/31,0.056,1.1,4.38,44.8,1.56,0.932,21.59383033
000837.SZ,秦川机床,2018/12/31,-0.404,3.68,-10.4,63.5,1.21,0.359,34.60559796
000838.SZ,财信发展,2018/12/31,0.103,1.71,6.2,84.1,1.42,0.289,36.17747442
000839.SZ,中信国安,2018/12/31,0.512,2.35,25.1,47.5,0.559,0.231,76.2611276
000848.SZ,承德露露,2018/12/31,0.42,1.96,21.1,31.2,2.67,0.751,12.18905473
000850.SZ,华茂股份,2018/12/31,0.13,4.38,2.75,43.5,0.775,0.36,46.875
000851.SZ,高鸿股份,2018/12/31,0.0385,3.66,1.03,55.2,1.43,1.1,44.95798321
000852.SZ,石化机械,2018/12/31,0.0226,2.97,0.766,75.5,1.08,0.663,27.37430168
000856.SZ,冀东装备,2018/12/31,0.1,1.4,7.37,78.9,0.98,1.04,31.875
000858.SZ,五粮液,2018/12/31,3.47,16.4,22.9,24.4,3.77,0.51,86.71383649
000859.SZ,国风塑业,2018/12/31,0.14,2.12,6.73,24.7,2.8,0.58,133.4507042
000860.SZ,顺鑫农业,2018/12/31,1.3,11.8,10.1,61.1,1.75,0.631,90.12229536
000861.SZ,海印股份,2018/12/31,0.06,1.44,4.01,68.3,2.4,0.214,25.49800797
000862.SZ,银星能源,2018/12/31,0.075,3.68,2.05,73,0.964,0.126,119.9324324
000863.SZ,三湘印象,2018/12/31,-0.33,4.12,-7.57,57.3,2.92,0.125,27.3657289
000868.SZ,安凯客车,2018/12/31,-1.25,0.527,-121,93.6,0.938,0.417,-8.10810811
000869.SZ,张裕A,2018/12/31,1.52,14,11.3,24.6,1.83,0.401,22.96153846
000875.SZ,吉电股份,2018/12/31,0.05,3.44,1.56,74,0.389,0.195,25.71428571
000876.SZ,新希望,2018/12/31,0.4,5.12,8.04,43,0.736,1.53,82.69230767
000877.SZ,天山股份,2018/12/31,1.18,8.01,15.8,46.1,0.585,0.447,65.96343181
000878.SZ,云南铜业,2018/12/31,0.0878,4.53,1.87,70.2,1.01,1.48,27.36443885
000880.SZ,潍柴重机,2018/12/31,0.15,4.97,3.07,64.7,0.744,0.631,28.74999999
000881.SZ,中广核技,2018/12/31,0.306,5.5,5.82,48.8,1.72,0.581,38.98809525
000882.SZ,华联股份,2018/12/31,0.012,2.87,0.42,42.1,1.61,0.0906,30.04484305
000883.SZ,湖北能源,2018/12/31,0.278,4.03,7,39.1,0.341,0.26,14.16893734
000885.SZ,城发环境,2018/12/31,1.17,5.01,26.8,67.5,0.489,0.25,27.61506277
000886.SZ,海南高速,2018/12/31,0.168,2.81,6.11,15.4,5.16,0.143,24.26666666
000887.SZ,中鼎股份,2018/12/31,0.92,6.78,14.1,47.6,2.37,0.787,22.33201581
000888.SZ,峨眉山A,2018/12/31,0.397,4.48,9.16,17.4,4.02,0.385,32.86219082
000889.SZ,中嘉博创,2018/12/31,0.399,5.38,8.07,32.4,1.37,0.709,22.94117648
000890.SZ,法尔胜,2018/12/31,-0.38,1.72,-18.2,91.3,1.06,0.197,46.36363636
000892.SZ,欢瑞世纪,2018/12/31,0.33,3.47,10,30.8,3.37,0.294,11.13445378
000893.SZ,亚钾国际,2018/12/31,0.0053,4.77,0.111,8.15,1.83,0.0995,41.99535963
000895.SZ,双汇发展,2018/12/31,1.49,3.93,35.6,37.4,1.2,2.15,9.58033065
000897.SZ,津滨发展,2018/12/31,-0.0801,0.649,-11.6,82.7,1.32,0.0238,8.15450644
000898.SZ,鞍钢股份,2018/12/31,1.1,7.18,15.6,41.7,0.822,1.17,11.11111112
000899.SZ,赣能股份,2018/12/31,0.19,4.77,4.13,38.6,0.735,0.345,27.85388127
000900.SZ,现代投资,2018/12/31,0.63,6.13,10.8,60.8,1.03,0.497,30.84832905
000901.SZ,航天科技,2018/12/31,0.256,6.5,4.03,35.8,2.2,0.909,69.57013569
000902.SZ,新洋丰,2018/12/31,0.63,4.77,13.8,29.1,2.09,1.13,21.09375005
000903.SZ,云内动力,2018/12/31,0.118,2.82,4.22,54.9,1.19,0.565,27.91666667
000905.SZ,厦门港务,2018/12/31,0.0475,5.06,0.94,57.8,0.665,1.61,46.53465347
000906.SZ,浙商中拓,2018/12/31,0.39,3.03,11.3,74.7,1.22,5.65,31.69734151
000908.SZ,景峰医药,2018/12/31,0.212,2.82,7.68,45.2,1.87,0.512,28.15315315
000909.SZ,数源科技,2018/12/31,0.118,3.38,3.51,61.3,1.16,0.429,30.96676737
000910.SZ,大亚圣象,2018/12/31,1.31,7.82,18.5,35.2,1.85,1.09,45.87778861
000911.SZ,南宁糖业,2018/12/31,-4.21,0.117,-189,99.4,0.599,0.545,29.61608775
000912.SZ,泸天化,2018/12/31,0.35,3.02,20.9,32.7,1.8,0.678,47.46835443
000913.SZ,钱江摩托,2018/12/31,0.14,5.47,2.56,42.4,1.62,0.746,29.9126637
000915.SZ,华特达因,2018/12/31,0.55,6.82,8.37,19.3,3.35,0.538,57.29729726
000917.SZ,电广传媒,2018/12/31,0.06,7.13,0.872,52.3,1.29,0.447,30.63583814
000918.SZ,嘉凯城,2018/12/31,-0.87,1.92,-36.7,81.3,0.994,0.0753,1.18110236
000919.SZ,金陵药业,2018/12/31,0.48,5.43,9.08,16.4,3.7,0.749,24.08293459
000920.SZ,南方汇通,2018/12/31,0.21,2.04,10.3,51.3,1.22,0.576,42.27799228
000921.SZ,海信家电,2018/12/31,1.01,5.39,20,63.9,1.06,1.66,90.38189538
000922.SZ,佳电股份,2018/12/31,0.569,3.74,16.5,43.3,2.18,0.651,32.63785396
000923.SZ,河钢资源,2018/12/31,0.206,9.73,2.08,32.5,2.47,0.383,25.51470583
000925.SZ,众合科技,2018/12/31,0.05,4.26,1.16,62.3,0.902,0.335,36.92307692
000926.SZ,福星股份,2018/12/31,1.17,11.4,10.7,74.6,1.93,0.223,27.45098039
000927.SZ,中国铁物,2018/12/31,0.0234,0.0585,49.3,97.3,0.674,0.239,45.07936508
000928.SZ,中钢国际,2018/12/31,0.351,3.61,9.66,70.6,1.26,0.575,42.06896551
000929.SZ,兰州黄河,2018/12/31,-0.364,3.58,-9.66,20.9,3.63,0.358,28.66344605
000930.SZ,中粮科技,2018/12/31,0.26,4.99,8.76,52.5,0.959,1.35,16.71159029
000931.SZ,中关村,2018/12/31,0.124,2.24,5.67,46.3,1.65,0.494,33.52601156
000932.SZ,华菱钢铁,2018/12/31,2.25,5.81,48.6,65.1,0.804,1.22,25.08250823
000933.SZ,神火股份,2018/12/31,0.13,3.2,3.98,85.7,0.455,0.351,27.17948719
000935.SZ,四川双马,2018/12/31,0.91,4.56,21.7,16.4,2.28,0.377,24.86702121
000936.SZ,华西股份,2018/12/31,0.36,5.19,7.04,58.5,1.34,0.253,74.18300659
000937.SZ,冀中能源,2018/12/31,0.247,5.63,4.45,52.9,1.28,0.469,15.11936341
000938.SZ,紫光股份,2018/12/31,1.17,18.2,6.59,37.2,1.64,1.06,39.44337816
000948.SZ,南天信息,2018/12/31,0.303,6.14,5.03,42.7,1.87,0.947,73.16561852
000949.SZ,新乡化纤,2018/12/31,0.0899,2.91,3.13,53.5,1.05,0.626,25
000950.SZ,重药控股,2018/12/31,0.4,4.24,9.84,59.7,1.51,1.46,25.89641434
000951.SZ,中国重汽,2018/12/31,1.35,9.05,15.5,68.9,1.33,1.65,60.95152604
000952.SZ,广济药业,2018/12/31,0.682,3.47,21,48,0.644,0.506,14.48692154
000953.SZ,河化股份,2018/12/31,-0.931,-0.85,0,165,0.0839,0.384,11.05398458
000955.SZ,欣龙控股,2018/12/31,-0.202,1.14,-16.2,43.5,1.54,0.603,35.55555556
000957.SZ,中通客车,2018/12/31,0.0617,4.57,1.33,77.9,1.38,0.493,66.96629213
000958.SZ,东方能源,2018/12/31,0.13,2.39,5.3,66.7,0.659,0.324,67.39130436
000959.SZ,首钢股份,2018/12/31,0.454,4.79,9.29,73.1,0.318,0.489,17.69436997
000960.SZ,锡业股份,2018/12/31,0.528,7.16,7.69,58.7,0.807,1.22,26.62473795
000961.SZ,中南建设,2018/12/31,0.591,4.69,13.9,91.7,1.21,0.195,69.34046347
000962.SZ,东方钽业,2018/12/31,0.0678,2.56,2.67,37.3,1.46,0.569,31.97389886
000963.SZ,华东医药,2018/12/31,1.55,6.82,24.7,45.7,1.77,1.74,23.31821614
000965.SZ,天保基建,2018/12/31,0.09,4.69,1.86,46.1,2.49,0.229,24.4155844
000966.SZ,长源电力,2018/12/31,0.188,3.06,6.29,61.9,0.373,0.701,17.66381764
000967.SZ,盈峰环境,2018/12/31,0.41,4.58,9.87,40.2,1.29,0.8,23.36283185
000968.SZ,蓝焰控股,2018/12/31,0.7,3.97,19.4,50.8,1.44,0.304,19.81220653
000969.SZ,安泰科技,2018/12/31,-0.212,4.16,-4.92,44.8,1.22,0.511,49.67032967
000970.SZ,中科三环,2018/12/31,0.233,4.18,5.67,16.7,4.57,0.671,33.56070942
000971.SZ,ST高升,2018/12/31,-2.26,1.66,-84.7,45.9,1.9,0.248,32.8313253
000972.SZ,*ST中基,2018/12/31,-0.55,0.569,-64.4,63.9,0.804,0.351,25.53956835
000973.SZ,佛塑科技,2018/12/31,0.12,2.37,5.15,56.3,1.09,0.494,51.71339561
000975.SZ,银泰黄金,2018/12/31,0.334,4.21,10.6,12.1,3.22,0.6,6.86947988
000976.SZ,华铁股份,2018/12/31,0.09,2.66,3.49,15.7,3.03,0.345,24.45414847
000977.SZ,浪潮信息,2018/12/31,0.511,6.19,8.1,63.6,1.49,2.16,57.03517586
000978.SZ,桂林旅游,2018/12/31,0.223,4.36,5.21,44.9,0.66,0.207,30.40152962
000980.SZ,*ST众泰,2018/12/31,0.39,8.66,4.65,45.9,1.22,0.45,21.24711316
000981.SZ,*ST银亿,2018/12/31,-0.14,3.63,-3.52,59,0.923,0.222,35.57692308
000982.SZ,中银绒业,2018/12/31,-1.65,-0.591,-710,113,0.354,0.197,21.25984252
000983.SZ,山西焦煤,2018/12/31,0.572,6.28,9.56,64,0.713,0.525,13.47905283
000985.SZ,大庆华科,2018/12/31,-0.02,4.06,-0.533,24,2.12,2.43,21.77419348
000987.SZ,越秀金控,2018/12/31,0.195,6.11,3.03,79.6,0,0.0768,37.51568378
000988.SZ,华工科技,2018/12/31,0.28,5.65,5.2,33.9,2.29,0.603,29.31323288
000989.SZ,九芝堂,2018/12/31,0.39,4.94,7.65,17.9,3.39,0.569,33.84301738
000990.SZ,诚志股份,2018/12/31,0.678,12.9,5.29,30.2,1.25,0.264,116.8193172
000993.SZ,闽东电力,2018/12/31,-0.85,4.03,-19.1,49.8,1.03,0.135,77.2428884
000995.SZ,皇台酒业,2018/12/31,-0.54,-1.17,0,180,0.27,0.0942,-13.93129771
000996.SZ,中国中期,2018/12/31,0.044,1.58,2.82,12.8,4.28,0.109,71.53110048
000997.SZ,新大陆,2018/12/31,0.58,5.03,11.6,50.6,1.5,0.606,20.90163932
000998.SZ,隆平高科,2018/12/31,0.63,5.2,12.4,51.3,1.6,0.253,9.86486489
000999.SZ,华润三九,2018/12/31,1.46,11.1,13.9,38.1,1.36,0.785,16.00965408
001696.SZ,宗申动力,2018/12/31,0.327,3.58,9.51,44.9,1.75,0.793,53.66972478
001872.SZ,招商港口,2018/12/31,0.61,17.2,6.11,37.2,1.06,0.143,22.10386154
001896.SZ,豫能控股,2018/12/31,-0.574,4.95,-11,69.7,0.6,0.383,26.2295082
001914.SZ,招商积余,2018/12/31,1.28,7.26,19,63.1,1.51,0.411,17.37967914
001965.SZ,招商公路,2018/12/31,0.633,7.36,8.81,40.8,1.7,0.0906,13.07596513
001979.SZ,招商蛇口,2018/12/31,1.89,8.72,21.1,74.3,1.54,0.234,32.79538908
002001.SZ,新和成,2018/12/31,1.43,7.53,20.4,26.1,2.34,0.433,23.11792142
002002.SZ,鸿达兴业,2018/12/31,0.236,2.35,10.3,56.6,0.734,0.424,88.19444444
002003.SZ,伟星股份,2018/12/31,0.41,3.12,13,22.4,2.23,0.874,8.97435899
002004.SZ,华邦健康,2018/12/31,0.25,4.45,5.51,52,1.03,0.38,27.98264643
002005.SZ,ST德豪,2018/12/31,-2.25,1.28,-94.1,68.2,0.736,0.37,26.26728111
002006.SZ,精功科技,2018/12/31,0.01,2.25,0.56,46.1,1.46,0.542,8.66425993
002007.SZ,华兰生物,2018/12/31,1.23,5.94,22.4,11.1,6.64,0.549,37.19512198
002008.SZ,大族激光,2018/12/31,1.61,7.28,22.5,54.6,1.6,0.667,38.9986825
002009.SZ,天奇股份,2018/12/31,0.37,5.64,6.81,58.5,1.15,0.617,43.6507936
002010.SZ,传化智联,2018/12/31,0.25,3.73,6.94,55,1.15,0.75,31.69230769
002011.SZ,盾安环境,2018/12/31,-2.36,2.41,-65.6,79.4,1.02,0.779,34.51536643
002012.SZ,凯恩股份,2018/12/31,0.05,2.64,2.03,28.3,2.13,0.62,34.18367345
002013.SZ,中航机电,2018/12/31,0.23,2.46,9.44,55.8,1.45,0.476,23.19508448
002014.SZ,永新股份,2018/12/31,0.45,3.65,12.5,26.2,2.74,0.945,21.03658536
002015.SZ,协鑫能科,2018/12/31,0.013,1.33,1.29,5.74,14.6,0.963,27.52100841
002016.SZ,世荣兆业,2018/12/31,0.984,3.33,30.8,63.3,2.12,0.326,17.84922395
002017.SZ,东信和平,2018/12/31,0.11,2.81,4.1,40.8,2.13,0.72,113.5353132
002019.SZ,亿帆医药,2018/12/31,0.61,5.49,11.3,29.5,1.54,0.5,23.83177569
002020.SZ,京新药业,2018/12/31,0.512,4.91,9.89,28.4,2.26,0.595,30.81395349
002021.SZ,ST中捷,2018/12/31,-0.34,1.02,-29.1,48.1,1.45,0.735,6.95364238
002022.SZ,科华生物,2018/12/31,0.405,4.23,9.95,30.6,2.34,0.64,23.56076764
002023.SZ,海特高新,2018/12/31,0.08,4.59,1.84,36.5,1.54,0.0829,24.25120767
002024.SZ,苏宁易购,2018/12/31,1.44,8.69,16.7,55.8,1.41,1.37,27.41116751
002025.SZ,航天电器,2018/12/31,0.84,6.27,14.2,32.5,2.78,0.622,29.44470367
002026.SZ,山东威达,2018/12/31,0.37,5.91,6.44,19,3.61,0.552,22.2826087
002027.SZ,分众传媒,2018/12/31,0.4,0.968,47.4,24.3,3.41,0.842,19.65648856
002028.SZ,思源电气,2018/12/31,0.39,6.01,6.6,37.9,1.97,0.669,25.93718339
002029.SZ,七匹狼,2018/12/31,0.46,7.58,6.19,32.5,2.14,0.41,20.6451613
002030.SZ,达安基因,2018/12/31,0.13,2.28,5.81,39.9,1.53,0.356,30.90551182
002031.SZ,巨轮智能,2018/12/31,0.0248,1.39,1.8,50.7,1.24,0.199,39.36170213
002032.SZ,苏泊尔,2018/12/31,2.04,7.19,30.1,44.4,1.91,1.8,42.91428572
002033.SZ,丽江股份,2018/12/31,0.349,4.43,8.05,6.11,7.44,0.251,23.63315697
002034.SZ,旺能环境,2018/12/31,0.74,8.73,8.8,41.1,1.65,0.15,66.81901283
002035.SZ,华帝股份,2018/12/31,0.775,2.94,28.3,49.5,1.58,1.28,58.53107345
002036.SZ,联创电子,2018/12/31,0.44,3.75,12.5,66.6,1.18,0.817,59.30232558
002037.SZ,保利联合,2018/12/31,0.36,6.71,6.65,67.2,1.37,0.639,18.68811881
002038.SZ,双鹭药业,2018/12/31,0.834,6.57,13,9.42,6.36,0.453,11.24546554
002039.SZ,黔源电力,2018/12/31,1.2,8.62,14.7,71.5,0.352,0.141,10.46153847
002040.SZ,南京港,2018/12/31,0.441,6.89,6.59,32.1,0.695,0.153,48.20051414
002041.SZ,登海种业,2018/12/31,0.037,3.17,1.16,13.1,6.41,0.186,21.33580705
002042.SZ,华孚时尚,2018/12/31,0.5,4.56,10.9,60.5,1.11,0.83,43.09392266
002043.SZ,兔宝宝,2018/12/31,0.41,2.06,18.4,43.6,1.33,1.52,39.84220908
002044.SZ,美年健康,2018/12/31,0.26,2.1,12.6,55.4,0.873,0.587,24.34782612
002045.SZ,国光电器,2018/12/31,-0.49,3.54,-14.2,64.3,1.05,0.901,30.86956521
002046.SZ,国机精工,2018/12/31,0.0441,5.07,0.962,38.8,1.61,0.497,35.74803149
002047.SZ,宝鹰股份,2018/12/31,0.21,2.95,7.42,56.6,1.92,0.778,3.35766424
002048.SZ,宁波华翔,2018/12/31,1.17,13,9.19,42.5,1.38,0.92,22.24352829
002049.SZ,紫光国微,2018/12/31,0.573,6.25,9.55,33.6,3.31,0.45,55.81314879
002050.SZ,三花智控,2018/12/31,0.61,4.04,15.7,37.6,2.02,0.825,23.48305752
002051.SZ,中工国际,2018/12/31,1.08,8.13,13.8,48.5,1.76,0.553,36.19133567
002052.SZ,ST同洲,2018/12/31,-0.47,0.773,-46.6,61.6,1.23,0.48,13.55932203
002053.SZ,云南能投,2018/12/31,0.206,4.33,4.8,38.1,1.45,0.364,29.69432314
002054.SZ,德美化工,2018/12/31,0.12,4.31,2.92,30.7,2.55,0.559,13.8755981
002055.SZ,得润电子,2018/12/31,0.55,5.62,10.3,69.6,1.11,0.755,49.43123066
002056.SZ,横店东磁,2018/12/31,0.42,2.88,14.8,30.3,2.19,0.972,26.22061483
002057.SZ,中钢天源,2018/12/31,0.318,3.47,9.48,24.6,3.95,0.751,32.30240551
002058.SZ,*ST威尔,2018/12/31,0.03,1.33,2.41,13.1,7.01,0.529,5.98755836
002059.SZ,云南旅游,2018/12/31,0.667,2.72,27.6,48.7,1.35,0.507,36.94390715
002060.SZ,粤水电,2018/12/31,0.167,2.53,6.79,84.2,0.83,0.44,29.41176471
002061.SZ,浙江交科,2018/12/31,0.91,5.18,19.3,75.1,1.05,0.946,-14.89776047
002062.SZ,宏润建设,2018/12/31,0.27,2.71,10.5,78.9,1.13,0.718,15.625
002063.SZ,远光软件,2018/12/31,0.229,2.65,9.17,13.1,5.75,0.493,92.98892987
002064.SZ,华峰化学,2018/12/31,0.27,2.27,12.4,36,1.79,0.771,28.87828163
002065.SZ,东华软件,2018/12/31,0.258,2.94,8.93,42.1,2.06,0.562,27.33812949
002066.SZ,瑞泰科技,2018/12/31,0.0748,1.84,4.14,73.7,0.927,1.03,25.79310345
002067.SZ,景兴纸业,2018/12/31,0.3,3.79,8.31,31.7,1.52,0.937,19.94301994
002068.SZ,黑猫股份,2018/12/31,0.552,4.63,12.3,50.6,1.05,1.08,13.05084747
002069.SZ,獐子岛,2018/12/31,0.05,0.542,8.74,87.6,0.706,0.746,43.86503067
002072.SZ,*ST凯瑞,2018/12/31,-1.42,-1.08,0,144,0.644,0.0449,-1.2987013
002073.SZ,软控股份,2018/12/31,-0.335,4.58,-7.06,48.5,2.12,0.321,36.42384106
002074.SZ,国轩高科,2018/12/31,0.51,7.5,6.93,58.5,1.43,0.272,52.16262974
002075.SZ,沙钢股份,2018/12/31,0.533,2.02,30,34.6,1.85,1.39,24.40846824
002076.SZ,ST雪莱,2018/12/31,-1.09,0.63,-108,71.9,0.92,0.298,24.20382166
002077.SZ,大港股份,2018/12/31,-0.98,5.67,-15.9,54,1.16,0.233,80.57742782
002078.SZ,太阳纸业,2018/12/31,0.86,4.75,19.5,57.2,0.772,0.783,25.4385965
002079.SZ,苏州固锝,2018/12/31,0.13,2.22,6.01,14.9,4.91,0.934,64.45396148
002080.SZ,中材科技,2018/12/31,0.724,7.39,9.63,54.2,1.04,0.493,71.81705804
002081.SZ,金螳螂,2018/12/31,0.8,4.94,17.2,59.1,1.49,0.816,45.4320987
002082.SZ,万邦德,2018/12/31,0.35,6.27,5.77,39.4,1.49,5.8,35.50135502
002083.SZ,孚日股份,2018/12/31,0.45,3.76,12,59.6,1.05,0.65,26.97768761
002084.SZ,海鸥住工,2018/12/31,0.0828,3.14,2.61,42.1,1.8,0.837,30.84832904
002085.SZ,万丰奥威,2018/12/31,0.44,2.89,15.5,48.9,1.49,0.939,4.38709677
002086.SZ,*ST东洋,2018/12/31,-1.08,3.64,-27.5,33.3,2.52,0.177,22.47706422
002087.SZ,新野纺织,2018/12/31,0.473,4.78,10.8,59.2,1.24,0.642,27.76203964
002088.SZ,鲁阳节能,2018/12/31,0.85,5.61,15.7,27.7,2.33,0.702,37.3081464
002089.SZ,ST新海,2018/12/31,-0.37,0.857,-36,71.9,1.03,0.165,24.88372093
002090.SZ,金智科技,2018/12/31,0.387,5.18,7.64,65.4,1.16,0.428,29.53060015
002091.SZ,江苏国泰,2018/12/31,0.65,4.96,13.6,53.1,1.53,1.83,19.82142857
002092.SZ,中泰化学,2018/12/31,1.08,8.82,13,66.3,0.755,1.23,29.21985816
002093.SZ,国脉科技,2018/12/31,0.131,3.15,4.22,30,3.54,0.214,32.64746229
002094.SZ,青岛金王,2018/12/31,0.15,4.2,3.86,43,2.21,1.03,28.33675565
002095.SZ,生意宝,2018/12/31,0.14,3.36,4.15,27.2,3.35,0.306,49.13617891
002096.SZ,南岭民爆,2018/12/31,0.06,5.36,1.14,45.4,1.23,0.571,35.68702291
002097.SZ,山河智能,2018/12/31,0.407,4.37,9.65,65.4,1.34,0.433,27.74774774
002098.SZ,浔兴股份,2018/12/31,-1.81,1.57,-73,68.1,1.17,0.854,32.01530612
002099.SZ,海翔药业,2018/12/31,0.38,3.33,11.5,23.4,2.36,0.375,46.68141594
002100.SZ,天康生物,2018/12/31,0.33,3.28,10.1,61.5,1.65,0.733,115.952381
002101.SZ,广东鸿图,2018/12/31,0.63,8.59,7.55,42.4,1.27,0.74,13.34981459
002102.SZ,ST冠福,2018/12/31,-1.03,0.936,-69.8,68.1,0.69,1.8,17.71428571
002103.SZ,广博股份,2018/12/31,-1.25,1.86,-48.5,50.8,1.43,0.869,21.60194175
002104.SZ,恒宝股份,2018/12/31,0.205,2.66,7.89,11.9,6.47,0.762,35.15358362
002105.SZ,信隆健康,2018/12/31,0.03,1.38,2.11,65.6,1.01,0.967,24.12060303
002106.SZ,莱宝高科,2018/12/31,0.319,5.44,5.95,20.7,4.05,0.928,50.33003301
002107.SZ,沃华医药,2018/12/31,0.13,1.65,7.99,24.6,2.64,0.871,35.09833586
002108.SZ,沧州明珠,2018/12/31,0.21,2.29,9.31,32,1.67,0.767,19.47743468
002109.SZ,兴化股份,2018/12/31,0.226,3.4,6.88,17,1.65,0.486,29.82954546
002110.SZ,三钢闽光,2018/12/31,3.98,11.2,44.4,34.8,1.77,1.65,28.92885066
002111.SZ,威海广泰,2018/12/31,0.62,7.22,8.76,38.4,1.86,0.483,36.85831623
002112.SZ,三变科技,2018/12/31,0.03,1.91,1.65,61.6,1.2,0.526,22.70676692
002113.SZ,*ST天润,2018/12/31,-0.246,1.5,-15.2,17.6,2.58,0.176,-2.13333333
002114.SZ,罗平锌电,2018/12/31,-0.8,4.76,-15.4,29.5,0.883,0.472,22.97297297
002115.SZ,三维通信,2018/12/31,0.399,4.28,10.2,46.2,1.2,0.797,25.02532928
002116.SZ,中国海诚,2018/12/31,0.51,3.43,15.4,66.7,1.39,1.27,62.91970806
002117.SZ,东港股份,2018/12/31,0.706,4.47,16.3,29.6,2.11,0.679,38.79858656
002118.SZ,紫鑫药业,2018/12/31,0.14,3.36,4.13,56.5,1.78,0.141,134.8623853
002119.SZ,康强电子,2018/12/31,0.28,2.8,10.4,51.8,1.1,0.886,46.79113186
002120.SZ,韵达股份,2018/12/31,1.6,6.69,32.4,36.2,1.57,1.01,27.55775578
002121.SZ,科陆电子,2018/12/31,-0.866,2.48,-29.3,72.8,0.897,0.263,41.30434783
002122.SZ,ST天马,2018/12/31,-0.53,2.7,-16,56.3,3.3,0.215,100
002123.SZ,梦网科技,2018/12/31,0.1,5.61,1.66,31.2,1.44,0.413,77.98036466
002124.SZ,天邦股份,2018/12/31,-0.49,2.05,-21.1,61.5,0.673,0.847,157.0588235
002125.SZ,湘潭电化,2018/12/31,0.2,3.33,6.28,63.2,0.625,0.376,52.77361319
002126.SZ,银轮股份,2018/12/31,0.44,4.5,10,47.9,1.24,0.691,17.33870968
002127.SZ,南极电商,2018/12/31,0.36,1.52,26.2,17.3,3.9,0.801,52.26063831
002128.SZ,露天煤业,2018/12/31,1.24,7.52,17.6,30.2,1.84,0.507,27.23463687
002129.SZ,中环股份,2018/12/31,0.234,4.51,5.03,63.2,0.807,0.373,37.20608576
002130.SZ,沃尔核材,2018/12/31,0.02,2.05,0.769,56.4,0.868,0.557,62.34567903
002131.SZ,利欧股份,2018/12/31,-0.33,1.14,-25.7,50.8,1.55,0.89,45.57823135
002132.SZ,恒星科技,2018/12/31,-0.11,2.24,-4.93,48.7,1.2,0.505,9.55882351
002133.SZ,广宇集团,2018/12/31,0.43,4.17,10.9,69.3,1.67,0.321,19.13043478
002134.SZ,天津普林,2018/12/31,-0.24,1.54,-14.5,35.4,1.54,0.643,38.6440678
002135.SZ,东南网架,2018/12/31,0.17,3.9,4.31,60.8,1.26,0.852,26.20967742
002136.SZ,安纳达,2018/12/31,0.214,3.22,6.78,22.4,1.75,1.09,8.8127295
002137.SZ,实益达,2018/12/31,-0.637,2.35,-23.9,17.3,3.56,0.541,15.78171091
002138.SZ,顺络电子,2018/12/31,0.59,5.29,11.5,16.8,2.67,0.472,36.63294798
002139.SZ,拓邦股份,2018/12/31,0.22,2.09,10.9,42.6,1.41,0.952,48.2142857
002140.SZ,东华科技,2018/12/31,0.33,4.72,7.31,64,1.42,0.667,42.70833332
002141.SZ,贤丰控股,2018/12/31,0.0062,1.18,0.532,25.5,1.24,0.582,9.69976905
002142.SZ,宁波银行,2018/12/31,2.15,12.7,16.2,92.7,0,0.0269,30.94944509
002144.SZ,宏达高科,2018/12/31,0.51,9.42,5.42,14.2,2.65,0.322,23.87755103
002145.SZ,中核钛白,2018/12/31,0.255,2.02,13,41.3,0.92,0.553,45.03105588
002146.SZ,荣盛发展,2018/12/31,1.74,7.72,24.8,84,1.37,0.269,41.50943396
002147.SZ,*ST新光,2018/12/31,-0.12,4.28,-2.68,46,1.42,0.138,3.87096774
002148.SZ,北纬科技,2018/12/31,0.07,2.03,3.54,7.9,7.35,0.177,19.09547739
002149.SZ,西部材料,2018/12/31,0.142,4.23,3.38,45.4,1.41,0.462,70.24482107
002150.SZ,通润装备,2018/12/31,0.44,4.35,10.5,18.9,4.05,0.892,29.83870969
002151.SZ,北斗星通,2018/12/31,0.21,7.86,2.55,35.1,2.1,0.461,22.5592417
002152.SZ,广电运通,2018/12/31,0.28,3.58,7.63,29.2,2.45,0.418,30.12477718
002153.SZ,石基信息,2018/12/31,0.43,7.79,6.84,13.1,5.37,0.364,25.77041606
002154.SZ,报喜鸟,2018/12/31,0.04,2.17,2,33.5,1.36,0.736,30.0330033
002155.SZ,湖南黄金,2018/12/31,0.22,4.02,5.76,28.5,0.946,1.81,8.4076433
002156.SZ,通富微电,2018/12/31,0.11,5.32,2.11,53.4,0.947,0.553,50.21037869
002158.SZ,汉钟精机,2018/12/31,0.382,3.46,11.2,42.7,2.11,0.544,49.79079501
002159.SZ,三特索道,2018/12/31,0.97,6.93,15.1,65.9,1.12,0.234,32.36632537
002160.SZ,常铝股份,2018/12/31,-0.594,3.84,-13.9,54.6,1.08,0.64,10.56910569
002161.SZ,远望谷,2018/12/31,-0.242,1.9,-11.7,34.6,1.31,0.198,34.50184502
002162.SZ,悦心健康,2018/12/31,0.0285,1.09,2.69,58.2,0.812,0.445,47.18309859
002163.SZ,海南发展,2018/12/31,0.04,0.847,4.7,79.4,0.855,0.838,30.87649402
002164.SZ,宁波东力,2018/12/31,-4,0.824,-140,66,1.07,1.3,43.7037037
